course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Concept Art for Video Games,Not Specified,Professional Certificate,,115,4 Weeks,Advanced,46,https://www.coursera.org/learn/concept-art-video-games,Graphic and Visual Design; 3D Assets; 3D Modeling; Conceptual Design; Video Game Development; Animation and Game Design; Design Elements And Principles; Computer Graphics; Data Import/Export,Adobe Photoshop,Not Specified,Not Specified
Concept Portrait Photography: Create A Captivating Series,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/concept-portrait-photography-create-a-captivating-series,Content Creation; Storytelling; Image Quality; Photography; Photo Editing; Creativity,Adobe Photoshop,Not Specified,Not Specified
Conspiracy Planet,Not Specified,Professional Certificate,,42,1 Weeks,Advanced,3,https://www.coursera.org/learn/conspiracy-planet,Peer Review; Social Sciences; Political Sciences; Systems Thinking; Social Impact; Discussion Facilitation; Investigation; Research; Storytelling; Content Creation; World History,Not Specified,Not Specified,Not Specified
What Is Contemporary Art?,Not Specified,Professional Certificate,,504,1 Weeks,Advanced,167,https://www.coursera.org/learn/contemporary-art,Performing Arts; Multimedia; Liberal Arts; Social Justice; Photo/Video Production and Technology; Art History; Creativity; Architectural Design; Aesthetics; Electronic Media; Design,Not Specified,Not Specified,Not Specified
Contemporary Palestinian History,Not Specified,Professional Certificate,,17,1 Weeks,Advanced,3,https://www.coursera.org/learn/contemporary-palestinian-history,Not Specified,Not Specified,Not Specified,Not Specified
Copyright for Multimedia,Not Specified,Professional Certificate,,81,- Days,Advanced,0,https://www.coursera.org/learn/copyright-for-multimedia,"Video Production; Intellectual Property; Data Sharing; Photography; Law, Regulation, and Compliance; Electronic Media; Multimedia; Music",Not Specified,Not Specified,Not Specified
Creative Writing: The Craft of Character,Not Specified,Professional Certificate,,960,9 Hours,Advanced,111,https://www.coursera.org/learn/craft-of-character,Storytelling; Writing and Editing; Content Creation,Not Specified,Not Specified,Not Specified
Creative Writing: The Craft of Plot,Not Specified,Professional Certificate,,50,8 Hours,Advanced,342,https://www.coursera.org/learn/craft-of-plot,Writing and Editing; Creativity; Storyboarding; Storytelling; Content Creation,Not Specified,Not Specified,Not Specified
Creative Writing: The Craft of Setting and Description,Not Specified,Professional Certificate,,411,9 Hours,Advanced,72,https://www.coursera.org/learn/craft-of-setting-and-description,Content Creation; Creativity; Writing and Editing; Storytelling; Writing,Not Specified,Not Specified,Not Specified
Creative Writing: The Craft of Style,Not Specified,Professional Certificate,,204,1 Weeks,Advanced,75,https://www.coursera.org/learn/craft-of-style,Proofreading; Writing and Editing; Writing; Storytelling; Editing; Creativity,Not Specified,Not Specified,Not Specified
Creación de beats (patrones rítmicos),Not Specified,Professional Certificate,,23,6 Hours,Advanced,2,https://www.coursera.org/learn/creacionbits,Creativity; Editing; Instrumental Music; Music; Musical Composition,Not Specified,Not Specified,Not Specified
Creative Nonfiction: Write Truth with Style,Not Specified,Professional Certificate,,0,6 Hours,Advanced,97,https://www.coursera.org/learn/creative-nonfiction-write-truth-with-style,Editing; Proofreading; Storytelling; Creativity; Writing; Journalism; Content Creation,Not Specified,Not Specified,Not Specified
Creative Personal Writing: Write the Real You,Not Specified,Professional Certificate,,10,- Hours,Advanced,0,https://www.coursera.org/learn/creative-personal-writing-write-the-real-you,Journals; Creativity; Empathy; Writing; Storytelling; Editing; Emotional Intelligence; Personal Development; Self-Awareness,Not Specified,Not Specified,Not Specified
Creative Writing: Crafting Personal Essays with Impact,Not Specified,Professional Certificate,,0,5 Hours,Advanced,97,https://www.coursera.org/learn/creative-writing-crafting-personal-essays-with-impact,Journals; Honesty; Content Creation; Self-Awareness; Storytelling; Writing; Investigation; Personal Development; Writing and Editing; Editing,Not Specified,Not Specified,Not Specified
Reasoning Across the Disciplines,Not Specified,Professional Certificate,,72,2 Weeks,Advanced,0,https://www.coursera.org/learn/critical-reasoning,Liberal Arts; Social Sciences; Case Studies; Research; Psychology; Chemistry; World History; Legal Research; Case Law,Not Specified,Not Specified,Not Specified
Cultura Maya en Yucatán,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,869,https://www.coursera.org/learn/cultura-maya-en-yucatan,Sociology; Social Studies; Art History; Cultural Diversity; Culture; Social Sciences; Ancient History; World History; Anthropology,Not Specified,Not Specified,Not Specified
Cultural Competence - Aboriginal Sydney,Not Specified,Professional Certificate,,301,1 Weeks,Advanced,16,https://www.coursera.org/learn/cultural-competence-aboriginal-sydney,Cultural Diversity; Anthropology; Diversity Awareness; Community Development; Land Management; Intercultural Competence; Public History; Social Justice; Social Studies; Cultural Sensitivity,Not Specified,Not Specified,Not Specified
Curanderismo: Traditional Healing Using Plants,Not Specified,Professional Certificate,,94,2 Weeks,Advanced,0,https://www.coursera.org/learn/curanderismo-plants,Cultural Diversity; Preventative Care; Stress Management; Health Care; Health Education; Pain Management; Nutrition and Diet,Not Specified,Not Specified,Not Specified
Curanderismo: Traditional Healing of the Body,Not Specified,Professional Certificate,,43,1 Weeks,Advanced,0,https://www.coursera.org/learn/curanderismo-traditional-healing-body,Manual Therapy; Health Care; Physical Therapy; Cultural Sensitivity; Maternal Health; Infant Care; Child Health; Anatomy; Orthopedics; Pain Management; Preventative Care; Geriatrics; Patient Treatment,Not Specified,Not Specified,Not Specified
品读道家的智慧,Not Specified,Professional Certificate,,72,2 Weeks,Advanced,42,https://www.coursera.org/learn/daojiao,Ancient History; Political Sciences; Cultural Diversity; Liberal Arts; Social Studies; Culture; Ethical Standards And Conduct,Not Specified,Not Specified,Not Specified
导演思维：微影人的自我修养,Not Specified,Professional Certificate,,48,2 Weeks,Advanced,21,https://www.coursera.org/learn/daoyan-siwei-weiyingren,Cinematography; Creativity; Editing; Video Production; Storytelling; Writing; Storyboarding,Not Specified,Not Specified,Not Specified
DaVinci Resolve: 15 Tips from a Pro Colorist,Not Specified,Professional Certificate,,0,5 Hours,Beginner,97,https://www.coursera.org/learn/davinci-resolve-15-tips-from-a-pro-colorist,File Management; Post-Production; Editing; Cinematography; Color Theory; Video Editing; Image Quality,Collaborative Software,Not Specified,Not Specified
DaVinci Resolve 19 Masterclass: Advanced Effects & Exporting,Not Specified,Professional Certificate,,0,7 Hours,Advanced,97,https://www.coursera.org/learn/davinci-resolve-19-masterclass-advanced-effects--exporting,Video Production; Motion Graphics; Post-Production; Color Theory; Image Quality; Photo/Video Production and Technology; Video Editing; Cinematography; Animations,Not Specified,Not Specified,Not Specified
DaVinci Resolve 19 Masterclass: Audio & Visual Polish,Not Specified,Professional Certificate,,0,9 Hours,Advanced,97,https://www.coursera.org/learn/davinci-resolve-19-masterclass-audio--visual-polish,Music; Video Editing; Storytelling; Editing; Cinematography; Web Content Accessibility Guidelines; Color Theory; Timelines; Post-Production,Not Specified,Not Specified,Not Specified
DaVinci Resolve 19 Masterclass: Video Editing Basics,Not Specified,Professional Certificate,,24,8 Hours,Advanced,97,https://www.coursera.org/learn/davinci-resolve-19-masterclass-video-editing-basics,Motion Graphics; File Management; Configuration Management; Editing; Timelines; Animations; Color Matching; Video Production; Data Import/Export; Video Editing; Typography; Post-Production,Not Specified,Not Specified,Not Specified
Think Again II: How to Reason Deductively,Not Specified,Professional Certificate,,81,1 Weeks,Advanced,373,https://www.coursera.org/learn/deductive-reasoning,Logical Reasoning; Information Architecture; Deductive Reasoning; Diagram Design,Not Specified,Not Specified,Not Specified
Defeat Procrastination: Design Your Own Creative Workflow,Not Specified,Professional Certificate,,0,6 Hours,Advanced,0,https://www.coursera.org/learn/defeat-procrastination-design-your-own-creative-workflow,Goal Setting; Self-Motivation; Prioritization; Organizational Skills; Creative Problem-Solving; Adaptability; Brainstorming; Productivity; Self-Awareness; Time Management; Stress Management,Not Specified,Not Specified,Not Specified
Effectively delivering the news to your audience,Not Specified,Professional Certificate,,40,1 Weeks,Advanced,67,https://www.coursera.org/learn/deliver-the-news,Not Specified,Not Specified,Not Specified,Not Specified
Desarrollando tu musicalidad,Not Specified,Professional Certificate,,505,2 Weeks,Advanced,166,https://www.coursera.org/learn/desarrollo-musicalidad,Music Theory; Music Performance; Music; Musical Composition,Not Specified,Not Specified,Not Specified
Design Better and Build Your Brand with Canva,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,479,https://www.coursera.org/learn/design-better-and-build-your-brand-with-canva,Marketing Design; Animations; Social Media Content; Typography; Scheduling; Graphic and Visual Design; Branding; Style Guides; Logo Design,Canva (Software),Not Specified,Not Specified
The Language of Design: Form and Meaning,Not Specified,Professional Certificate,,271,8 Hours,Advanced,132,https://www.coursera.org/learn/design-language,Typography; Design Reviews; Design Thinking; Peer Review; Visual Design; Design Elements And Principles; Design; Graphic Design,Not Specified,Not Specified,Not Specified
Print and Digital Elements of Design: Branding and User Experience,Not Specified,Professional Certificate,,270,1 Weeks,Advanced,88,https://www.coursera.org/learn/designing-print-digital-media,Not Specified,Not Specified,Not Specified,Not Specified
Developing Your Musicianship,Not Specified,Professional Certificate,,300,1 Weeks,Advanced,166,https://www.coursera.org/learn/develop-your-musicianship,Music; Instrumental Music; Music Theory; Musical Composition; Music Performance,Not Specified,Not Specified,Not Specified
Introduction to Digital Epistemology,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,0,https://www.coursera.org/learn/digital-epistemology,digital literacy; Ethical Standards And Conduct,Not Specified,Not Specified,Not Specified
Digital Painting Specialization,Not Specified,Professional Certificate,,0,2 Weeks,Advanced,0,https://www.coursera.org/learn/digital-painting-specialization,Image Quality; Color Theory; Digital Design; Design; Creativity,Adobe Illustrator,Not Specified,Not Specified
Discover Acting,Not Specified,Professional Certificate,,218,1 Weeks,Advanced,18,https://www.coursera.org/learn/discover-acting,Performing Arts; Oral Expression; Analytical Skills; Creativity; Mindfulness; Adaptability; Verbal Communication Skills; Storytelling; Literacy; Self-Awareness,Not Specified,Not Specified,Not Specified
Fundamentos del Diseño Gráfico,Not Specified,Professional Certificate,,26,2 Weeks,Advanced,3,https://www.coursera.org/learn/diseno-grafico,Creativity; Visual Design; Design Elements And Principles; Layout Design; Typography; Creative Design; Photo Editing; Graphic Design; Color Theory,Not Specified,Not Specified,Not Specified
Diseño Sonoro desde cero: Síntesis Sustractiva,Not Specified,Professional Certificate,,0,5 Hours,Advanced,33,https://www.coursera.org/learn/diseo-sonoro-desde-cero-sntesis-sustractiva,Music; Control Panels; Digital Signal Processing; Design; Multimedia; Musical Composition,Not Specified,Not Specified,Not Specified
Distribución digital de la música independiente,Not Specified,Professional Certificate,,0,8 Hours,Advanced,763,https://www.coursera.org/learn/distribucion-digital-de-la-musica-independiente,Not Specified,Not Specified,Not Specified,Not Specified
